User Input,Emotion,Comforting Response
"I feel like I’m just waiting for things to get better",waiting,"Sometimes waiting can feel endless, but remember that things will shift. Take small actions to create positive changes in your life."
"I feel like I’m not worthy of love",self-doubt,"You are incredibly worthy of love. You are deserving of kindness, affection, and all the good things life has to offer."
"I feel like I’m always struggling",overwhelm,"It’s tough when it feels like everything is a struggle, but remember, every challenge makes you stronger. Keep going—you’ve got this."
"I feel like I’m not good enough for the people around me",self-worth,"You are more than enough. Those around you value you for who you are, and you are deserving of their love and support."
"I feel like I’m drowning in emotions",overwhelm,"It’s okay to feel overwhelmed by emotions. Take time to process them, and remember that they will pass. You don’t have to carry them alone."
"I feel like I’m never enough",self-doubt,"You are more than enough. Your value is not determined by what you do, but by who you are."
"I feel like I’m stuck in my own head",overthinking,"Sometimes our minds can be overwhelming. Try to step back and breathe, allowing yourself to feel grounded in the present."
"I feel like I’m a burden to others",guilt,"You are not a burden. The people around you care about you deeply and want to support you."
"I'm feeling lost in life.",Confused,"It's okay to feel unsure at times. Take things one step at a time, and remember that finding direction takes patience."
"I feel like I'm not good enough.",Insecure,"I'm sorry you're feeling this way. Please know that you are valuable just as you are."
"I'm really angry at my friend.",Angry,"It sounds like your friend really upset you. Maybe give yourself time to cool down, then think about how best to address it."
"I feel like I'm always failing.",Frustrated,"I'm so sorry you're feeling this way. Remember that setbacks are a part of growth, and you’re learning each time."
"I don't know who I am anymore.",Lost,"That sounds really tough. Remember, self-discovery is a journey, and it's okay to take time to rediscover yourself."
"I'm really disappointed in myself.",Disappointed,"It's hard to feel that way. Please remember, we all make mistakes, and they don't define who you are."
"I feel so stressed and overwhelmed.",Stressed,"I'm sorry you're going through this. Maybe try breaking things down into smaller steps to make it feel more manageable."
"I'm just really tired of everything.",Exhausted,"That sounds really tough. Make sure to take time to rest and give yourself a break. You deserve it."
"I feel like I'm under so much pressure.",Pressured,"It sounds like you're carrying a heavy load. Try to give yourself permission to take things one at a time."
"I feel like no one understands me.",Misunderstood,"I'm sorry you're feeling this way. Feeling understood can make a big difference. I'm here for you."
"I don't feel like myself lately.",Unsettled,"It's okay to feel off sometimes. You might try finding small ways to reconnect with the things you enjoy."
"I feel like my life has no purpose.",Hopeless,"I’m so sorry you’re feeling this way. Purpose can take time to find, and it often evolves. Be gentle with yourself."
"I'm so frustrated with everything.",Frustrated,"I’m sorry you’re feeling frustrated. Sometimes a step back can help to regain perspective."
"I can't keep up with everything.",Overwhelmed,"That sounds really overwhelming. Try to take things one step at a time, and don't hesitate to ask for help."
"I'm scared about the future.",Anxious,"It’s natural to feel uncertain about what's ahead. Try focusing on what you can control right now."
"I feel like I'm losing control.",Out of Control,"That sounds really difficult. Take a moment to breathe and focus on small things you can influence."
"I feel trapped.",Trapped,"I’m sorry you’re feeling this way. You might try talking with someone you trust or finding a way to release some of that tension."
"I feel like nobody needs me.",Unwanted,"I’m really sorry you're feeling this way. You matter, and there are people who care about you even if it’s hard to see right now."
"I feel disconnected from everyone.",Isolated,"Feeling disconnected is really hard. Try to reach out to someone you trust, even if it feels difficult."
"I don't feel motivated to do anything.",Unmotivated,"I'm sorry you're feeling that way. Sometimes a small step can help, even if it’s just one small thing."
"I feel like nothing matters.",Hopeless,"It sounds like you’re feeling pretty low. Remember, feelings change, and you might find meaning in small things over time."
"I'm feeling numb.",Numb,"Numbness can be a tough feeling. It might help to do something that makes you feel a little more connected, even in small ways."
"I feel like I don't belong anywhere.",Lonely,"I’m so sorry you’re feeling this way. Finding a sense of belonging takes time, but there are people who understand."
"I feel like everything is falling apart.",Despair,"I'm really sorry you're feeling this way. Take things one day at a time, and remember that things can improve."
"I'm worried about what people think of me.",Insecure,"It’s natural to worry, but remember that your worth isn't based on others' opinions."
"I feel like I'm not good enough.",Inadequate,"I'm really sorry you're feeling this way. You are valuable, just as you are, even if it doesn’t feel like it now."
"I feel ashamed of myself.",Ashamed,"That sounds really painful. Try to treat yourself with kindness, as you would a friend going through a similar experience."
"I feel like I'm a burden to others.",Burdened,"I'm really sorry you're feeling this way. People who care about you want to support you. You deserve compassion."
"I can't do anything right.",Discouraged,"It sounds like you're feeling really down. Remember, mistakes are just a part of learning, not a reflection of your worth."
"I feel like I’m being judged.",Judged,"Feeling judged is tough. Focus on people who accept you as you are, and try to give less energy to judgmental thoughts."
"I'm scared to face my problems.",Fearful,"Facing fears can be overwhelming. Try taking things one small step at a time, and be gentle with yourself along the way."
"I feel rejected.",Rejected,"Rejection is painful, and I’m really sorry you're going through this. Remember, one person’s opinion doesn’t define your worth."
"I'm tired of trying so hard.",Exhausted,"I’m sorry you're feeling this way. You’re allowed to rest, and you don't have to have everything figured out."
"I feel like nobody cares about me.",Lonely,"I'm sorry you're feeling so alone. You matter, and there are people who care about you even if it’s hard to see right now."
"I'm frustrated with myself.",Self-critical,"It’s tough to feel that way. Try to show yourself some compassion; you're doing your best, and that’s enough."
"I feel like I'm drowning in responsibilities.",Overwhelmed,"That sounds really overwhelming. Remember to take it one step at a time and give yourself credit for trying."
"I feel like I'm wasting my life.",Regretful,"I’m really sorry you’re feeling this way. Remember, it’s never too late to try something new or take small steps forward."
"I feel stuck.",Stuck,"Feeling stuck is really hard. Sometimes small changes, even a different daily routine, can help."
"I'm scared of the future.",Fearful,"The future can feel scary and uncertain. Focus on what you can control, and try to be kind to yourself."
"I feel like I'm spiraling.",Anxious,"I’m really sorry you're feeling this way. Taking a moment to breathe and ground yourself might help regain some calm."
"I feel unwanted.",Unwanted,"It’s painful to feel that way. Remember, there are people who value you even if it’s not clear right now."
"I feel like I'm losing myself.",Lost,"That’s a hard place to be in. Take some time to reflect on things that bring you joy and connection to your true self."
"I'm overwhelmed by everything going on.",Overwhelmed,"That sounds exhausting. It might help to prioritize and take on things one at a time."
"I don't feel like I'm enough.",Inadequate,"You are enough, just as you are. It’s okay to feel uncertain, but know that you are worthy and valuable."
"I feel guilty.",Guilty,"Guilt can be a heavy burden. Try to think of how you would treat a friend in your position—with kindness and understanding."
"I'm disappointed in myself.",Disappointed,"I'm sorry you're feeling that way. Remember, nobody is perfect, and you’re allowed to learn and grow."
"I feel like I've let people down.",Guilty,"That’s a tough feeling. You’re allowed to make mistakes, and people who care about you understand that."
"I feel anxious all the time.",Anxious,"Anxiety is really hard to live with. Taking things slowly and focusing on small, manageable tasks might help."
"I feel like I’m fading away.",Invisible,"I’m sorry you’re feeling that way. Maybe try to reconnect with someone close to you, or do something that brings you joy."
"I'm scared of being alone.",Fearful,"Being alone can be really tough. It might help to focus on activities you enjoy or reach out to someone you trust."
"I feel like I’ve lost my passion.",Uninspired,"Passion can fluctuate. Sometimes a small break can help, and you might rediscover joy in unexpected places."
"I'm tired of feeling this way.",Exhausted,"I'm really sorry you're going through this. Remember, feelings can change, and you’re not alone."
"I feel helpless.",Helpless,"It’s tough to feel that way. Sometimes, reaching out or talking about it can help ease that feeling."
"I feel like I'm in a dark place.",Hopeless,"I’m so sorry you're feeling this way. Remember, even dark times can pass, and support is available to help."
"I'm tired of pretending to be okay.",Exhausted,"It's exhausting to put on a brave face. Allow yourself to feel what you're feeling—it's okay to not be okay."
"I feel like I'm running on empty.",Burned Out,"You’ve been giving so much of yourself. Try to find a small moment to rest and recharge—you deserve it."
"I feel like I have no one to talk to.",Lonely,"It can be really tough to feel alone. Remember, there are people who care and would love to support you."
"I feel like I'm losing everything I care about.",Grieving,"Loss is incredibly painful. Take it one day at a time, and let yourself grieve. Support is here when you need it."
"I'm scared of disappointing others.",Anxious,"It’s a lot of pressure to carry. Remember, people who care about you want you to be happy, too."
"I feel like a failure.",Inadequate,"It's painful to feel that way. You’re doing your best, and that’s enough. Failure doesn’t define who you are."
"I feel invisible to everyone.",Invisible,"It’s hard to feel unseen. Know that you are valuable, even if it’s not obvious right now."
"I feel like I’m falling apart.",Fragile,"I’m so sorry you're feeling this way. Sometimes just taking a deep breath can help, even a little bit."
"I don’t know if I can handle this anymore.",Overwhelmed,"That sounds incredibly tough. Take things moment by moment. You’re stronger than you realize."
"I feel stuck in my past mistakes.",Regretful,"It’s painful to look back with regret. Try to be kind to yourself—you're allowed to learn and grow from it."
"I’m really struggling with my self-esteem.",Insecure,"It’s okay to feel this way. Try to remember things you like about yourself, even small ones—they matter."
"I feel guilty for feeling this way.",Ashamed,"Feelings are natural, and there’s no need to feel guilty. Being kind to yourself is important."
"I feel like I'm losing my mind.",Anxious,"That sounds incredibly hard. You might try grounding exercises to help you feel more stable and calm."
"I'm afraid of being judged.",Fearful,"It’s natural to fear judgment, but remember that those who care for you will accept you as you are."
"I feel so alone in this.",Lonely,"It’s tough to feel alone. Remember that others have felt this way too, and reaching out for support can make a difference."
"I feel like nothing I do is good enough.",Inadequate,"I’m sorry you're feeling this way. Perfection isn’t necessary—doing your best is more than enough."
"I’m afraid to take risks.",Fearful,"Taking risks is scary. Remember, it’s okay to move at your own pace and do what feels right for you."
"I’m scared to let people in.",Fearful,"It’s natural to be cautious. Take your time, and remember that there are people who genuinely care about you."
"I feel like I've missed my chance.",Regretful,"It’s tough to feel that way. Remember, new chances can come at any time—life is full of possibilities."
"I’m just so tired all the time.",Exhausted,"It sounds like you’ve been carrying a lot. Try to give yourself permission to rest—you deserve it."
"I feel disconnected from myself.",Disoriented,"It’s hard to feel that way. Maybe taking some time to reflect or do things you enjoy could help."
"I feel like I'm trapped in a cycle.",Trapped,"That sounds really difficult. Taking small steps to change something, even a routine, might help break the cycle."
"I'm worried that I won't be able to change.",Insecure,"Change is challenging, but you’re capable of it. Take things step by step, and be patient with yourself."
"I feel overwhelmed by my emotions.",Overwhelmed,"Emotions can be intense. Remember to breathe and take one moment at a time—you’re doing your best."
"I feel guilty about things I can't change.",Regretful,"It's natural to feel this way, but remember, the past doesn’t define you, and it's okay to move forward."
"I feel like I don’t deserve happiness.",Unworthy,"That’s a painful feeling. Remember, happiness is for everyone—including you. You are worthy."
"I'm tired of being let down.",Disappointed,"That’s a tough place to be. Try to focus on people who support you, and know that you’re not alone in feeling this way."
"I feel like I’m not strong enough.",Weak,"You’re stronger than you think, even if it doesn’t feel that way. Take it one small step at a time."
"I feel like everyone is better than me.",Insecure,"Comparing ourselves is tough. Remember, you have unique qualities that are valuable and important."
"I feel like I'm constantly worrying.",Anxious,"Worry can be exhausting. Try to focus on one thing at a time, and remember that you don’t have to handle it all at once."
"I feel like I'm running out of time.",Anxious,"It’s tough to feel rushed. Take things one step at a time, and remember that there’s no need to hurry."
"I’m scared of letting myself down.",Insecure,"It’s natural to feel this way. You’re allowed to make mistakes and learn along the way—you don’t have to be perfect."
"I feel like my life has no direction.",Lost,"It’s okay to feel unsure. Purpose takes time to find, and you’re allowed to explore and change paths."
"I feel like people don't really know me.",Misunderstood,"It’s hard to feel that way. Maybe sharing more of yourself with trusted people could help."
"I'm struggling to find motivation.",Unmotivated,"Motivation can be tough. Sometimes starting with a small step can lead to more momentum."
"I feel anxious around others.",Socially Anxious,"Social situations can be challenging. Try to take it slowly, and remember, it’s okay to be yourself."
"I feel like I'm constantly under pressure.",Pressured,"It’s a lot to handle. Try to take breaks when you can, and remember you’re doing the best you can."
"I’m tired of people expecting too much from me.",Pressured,"It sounds like you’re feeling overwhelmed. Setting boundaries can help you protect your energy."
"I feel like I'm just going through the motions.",Numb,"That’s a tough feeling. Maybe try small activities that bring you joy, even if it’s just a little."
"I'm scared to make mistakes.",Fearful,"Mistakes are a part of learning. Be gentle with yourself, and remember that growth often comes from these experiences."
"I feel like people only care when they need something.",Used,"That’s a difficult feeling. It might help to focus on relationships that feel genuine and mutual."
"I'm feeling very uncertain about everything.",Anxious,"Uncertainty can be unsettling. Focus on things you can control, even if they’re small."
"I feel like I don't deserve love.",Unworthy,"It’s painful to feel that way. You are worthy of love, and people who care for you see that worth."
"I'm scared I'll never feel happy again.",Hopeless,"It’s hard to feel this way, but remember, emotions do change. With time, joy can come back."
"I feel like I'm missing something important in life.",Unfulfilled,"That’s a tough place to be. Maybe explore things that interest you, even small ones."
"I feel like I’m always letting others down.",Regretful,"It’s a heavy burden to feel this way. Remember, people who care about you understand that you’re trying."
"I feel like my emotions are out of control.",Overwhelmed,"Emotions can be overwhelming. Try to take a deep breath, and give yourself a moment to center."
"I’m afraid of opening up.",Fearful,"It’s okay to feel cautious. Trust is built over time, and you can open up at your own pace."
"I feel like I'm always anxious.",Anxious,"Anxiety is tough. Try to take things one moment at a time, and remember that you’re not alone in feeling this way."
"I feel like people don't see the real me.",Misunderstood,"That’s a hard feeling. Maybe expressing yourself to those you trust could help."
"I'm scared of being alone forever.",Lonely,"That’s a difficult fear. Remember, connections can come in unexpected ways, and people care about you."
"I feel like I can't cope with everything.",Overwhelmed,"It’s tough to feel this way. Try breaking things down, and remember that you’re doing your best."
"I feel like I'm failing at life.",Discouraged,"That’s a painful feeling. Remember, progress doesn’t have to be perfect—small steps forward are still progress."
"I feel like I'm always overthinking.",Anxious,"It’s exhausting to feel that way. Try to focus on the present moment and take things one thought at a time."
"I feel like nobody appreciates me.",Unappreciated,"It’s hard to feel unappreciated. Remember that your value isn’t determined by others’ recognition."
"I'm scared of what the future holds.",Anxious,"The future can feel overwhelming. Try focusing on the present, and trust that you’ll handle things as they come."
"I feel like I'm drifting away from people I love.",Lonely,"That’s a tough feeling. Maybe reconnecting through a small message or call could help bridge the gap."
"I feel like I can’t escape my past.",Regretful,"It’s hard to feel that way. Remember, you’re allowed to move forward and grow from past experiences."
"I feel like I don’t belong here.",Out of Place,"That’s a painful feeling. Take time to find places or people who make you feel more at ease."
"I'm scared of trusting people.",Fearful,"Trust takes time to build. You’re allowed to go at your own pace and trust when it feels right."
"I feel like I'm a disappointment.",Ashamed,"That’s a heavy burden to carry. Remember, you are more than others’ expectations and deserve kindness."
"I feel like I can’t handle my responsibilities.",Overwhelmed,"That sounds exhausting. Try to tackle things one at a time, and know that it’s okay to ask for help."
"I feel like I'm never going to succeed.",Hopeless,"Success takes time, and you’re doing your best. Small steps forward still count, even if they feel slow."
"I feel like people only see my mistakes.",Self-Critical,"It’s hard to feel that way. Remember, your worth isn’t defined by mistakes but by the person you are."
"I feel like I'm always left out.",Excluded,"It’s painful to feel excluded. Remember, you’re valuable, and there are people who want you included."
"I'm scared of being vulnerable.",Fearful,"It’s natural to feel cautious. Vulnerability takes time, and it’s okay to share only when you’re ready."
"I feel like my dreams are out of reach.",Discouraged,"Dreams can feel distant, but each small step brings you closer. Believe in your journey."
"I feel like I'm not making progress.",Stagnant,"It’s tough to feel stuck. Progress isn’t always visible, but small steps matter too."
"I feel like I’ve lost my sense of purpose.",Lost,"That’s a difficult place to be. Purpose can evolve—give yourself time to explore new interests."
"I feel like I’m invisible to everyone.",Invisible,"I’m really sorry you feel that way. You are important, and people care about you even when it feels like they don’t show it."
"I'm feeling overwhelmed with everything.",Overwhelmed,"It can be so difficult to juggle everything. Take a moment to breathe, and remember you don’t have to do it all at once."
"I'm afraid I'm not good enough for anyone.",Insecure,"It’s so tough to feel that way, but remember that you are enough just as you are."
"I feel like I have no control over my life.",Helpless,"That sounds really difficult. Take it step by step, and remember that you can regain control, even in small ways."
"I feel so empty inside.",Empty,"I’m really sorry you’re feeling this way. It’s okay to take time for yourself to heal and fill that space with self-care."
"I’m just so tired of everything.",Exhausted,"You’ve been through so much. It’s okay to rest and take a break. You deserve time to recharge."
"I feel like I can't trust anyone.",Distrustful,"Trust takes time to rebuild. It’s okay to go at your own pace and trust only when it feels right for you."
"I feel lost and confused about everything.",Confused,"It’s hard to feel uncertain. You don’t have to have all the answers right now—take things one step at a time."
"I feel like I'm constantly failing.",Defeated,"Failure is hard, but it’s not the end. You are not defined by your setbacks, and there’s always room to grow."
"I feel like I have to do everything myself.",Burdened,"It’s okay to ask for help. You don’t have to carry everything alone—there are people who want to support you."
"I feel so alone in my struggles.",Lonely,"You don’t have to face this alone. Reach out to someone you trust, or remember that there’s always support available."
"I feel worthless and unimportant.",Worthless,"You are valuable and loved, even if you can’t always see it. Don’t let those negative thoughts define who you are."
"I feel like I can't do anything right.",Insecure,"We all have those moments. It’s okay to make mistakes—they’re just part of learning and growing."
"I’m so tired of pretending to be happy.",Exhausted,"It’s so exhausting to hide your feelings. You don’t have to pretend—it’s okay to be honest about what you’re going through."
"I feel like nobody understands me.",Misunderstood,"That’s a really tough feeling. Sometimes talking to someone who truly listens can help bridge that gap."
"I feel like I don't matter.",Invisible,"I’m really sorry you're feeling this way. You matter so much, even if it doesn’t feel like it right now."
"I feel so anxious all the time.",Anxious,"That sounds really overwhelming. Take things one step at a time, and try to focus on the present moment."
"I feel like I’m carrying the weight of the world.",Burdened,"That’s a lot to carry. It’s okay to ask for help, and you don’t have to do everything on your own."
"I feel like I’m always disappointing people.",Guilty,"It’s easy to feel like you’re not doing enough. Remember, you’re doing your best, and that’s more than enough."
"I feel like I have no purpose.",Lost,"It’s normal to feel uncertain sometimes. Purpose can evolve over time. Take it one day at a time."
"I feel trapped in my own life.",Trapped,"That sounds suffocating. You’re allowed to make changes, even small ones, to find a path that feels better for you."
"I feel like nobody cares about me.",Unloved,"I’m really sorry you're feeling this way. There are people who care about you, even when it doesn’t seem like it."
"I feel like I’m constantly letting myself down.",Disappointed,"It’s okay to make mistakes. What matters is that you keep moving forward and don’t give up on yourself."
"I feel like I don't belong anywhere.",Out of Place,"That’s such a tough feeling. Remember that everyone has a place where they feel at home, and you will find yours too."
"I feel so disconnected from the world.",Disconnected,"It’s hard to feel that way. Try reaching out to someone you trust or engaging in activities that bring you peace."
"I feel like I’m too broken to be fixed.",Hopeless,"It’s normal to feel down sometimes, but you’re not broken. Healing takes time, and you’re worth the effort."
"I feel like no one sees the real me.",Invisible,"It’s hard to feel unseen. Remember, those who truly care will appreciate and accept you for who you are."
"I feel like I can’t control my emotions.",Overwhelmed,"Emotions can be intense and difficult to manage. It’s okay to take a step back and give yourself a break."
"I feel like my life is falling apart.",Helpless,"That’s a painful feeling. Take things moment by moment, and remember that even the hardest times can pass."
"I feel like I’m stuck in a never-ending cycle.",Stagnant,"That sounds exhausting. Maybe trying something new, even a small change, can help you break out of the cycle."
"I feel like I’m never going to get better.",Hopeless,"It may feel that way, but remember that healing takes time. Be kind to yourself—you’re making progress every day."
"I feel like I can’t trust my own judgment.",Insecure,"It’s tough to doubt yourself. Trust comes from within, and you can start by making small decisions that feel right for you."
"I feel like I’m not enough for anyone.",Inadequate,"It’s hard to feel this way, but remember that you are enough. People who care for you value you just as you are."
"I feel like I’m failing everyone around me.",Guilty,"It’s easy to feel like you’re not measuring up, but remember that everyone has struggles, and you don’t have to be perfect."
"I feel like I’m running out of time.",Rushed,"It’s overwhelming to feel rushed. Take a deep breath and focus on one thing at a time—you don’t have to do everything at once."
"I feel like I'm always anxious about the future.",Anxious,"The future can be uncertain, but remember that you can handle whatever comes, one step at a time."
"I feel like I’ve lost myself.",Lost,"It’s tough to feel disconnected from yourself. Take some time to reflect on what brings you joy, and trust that you’ll rediscover your path."
"I feel like no one will ever love me.",Unworthy,"You are worthy of love and connection. Sometimes it takes time to find the people who truly appreciate you for who you are."
"I feel like I have nothing left.",Hopeless,"That’s a difficult place to be in. Remember that even when things seem bleak, there is always hope for change."
"I feel like I'm always overwhelmed by everything.",Stressed,"That sounds like a lot. Take it slow, and give yourself grace. You don’t have to do everything perfectly."
"I feel like I’m never going to be happy again.",Hopeless,"It’s hard to feel that way, but remember that happiness can return. Take small steps toward it, and be patient with yourself."
"I feel like everything I do is a mistake.",Regretful,"It’s hard to feel like that. Mistakes are part of learning, and they don’t define you."
"I feel like I'm carrying all the responsibility.",Burdened,"That’s a lot of weight to carry. It’s okay to ask for help, and take things one task at a time."
"I feel like I’m failing at life.",Disappointed,"That’s a heavy burden. Life is full of ups and downs, and failure doesn’t mean the end. You have so much potential."
"I feel like nobody understands what I'm going through.",Misunderstood,"It’s tough to feel isolated. Just know that others have faced similar struggles, and you are not alone."
"I feel like I’m not living up to expectations.",Pressured,"It’s difficult to feel that way. Remember, your worth isn’t tied to meeting others' expectations—you are enough."
"I feel like my life is out of control.",Helpless,"It can be overwhelming to feel that way. Focus on what you can control, even if it's just your next step."
"I feel like nothing is ever going to get better.",Hopeless,"I’m so sorry you feel this way, but remember that things can improve. Even small changes can bring hope."
"I feel so disconnected from everyone.",Lonely,"That’s a painful feeling. It may help to reach out to someone you trust, or even just spend time doing things you enjoy."
"I feel like I don’t fit in anywhere.",Out of Place,"It’s hard to feel that way. Take your time, and know that there’s a place for you where you’ll feel accepted."
"I feel like I'm always holding everything in.",Numb,"It’s tough to keep things bottled up. It’s okay to express how you’re feeling when you’re ready."
"I feel like I'm not worthy of love.",Unworthy,"You are worthy of love and care, no matter what you're feeling. Don’t let negative thoughts tell you otherwise."
"I feel like no one will ever understand me.",Misunderstood,"It’s tough to feel like that, but sometimes sharing with the right people can make a big difference."
